Ancestry,Heritage,Trait_1,Trait_2,Trait_3,Trait_4,Trait_5,Source,Hit_Points,Size,Speed_In_Feet,Ability_Boost_1,Ability_Boost_2,Ability_Boost_3,Ability_Flaws,Languages_1,Languages_2,Languages_3,Languages_4,Senses,Additional_Info,Description
Gnome,Umbral,Gnome,Humanoid,None,None,None,CRB 44,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"Whether from a connection to dark or shadowy fey, from the underground deep gnomes also known as svirfneblin, or another source, you can see in complete darkness. You gain darkvision."
Gnome,Vivacious,Gnome,Humanoid,None,None,None,LOCG 31,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"You have an incredibly strong connection to the positive energy that flows through the First World, making it harder to attack your life force with negative energy. You gain negative resistance equal to half your level (minimum 1). When you have the doomed condition, the condition affects you as if its value was 1 lower than it actually is (doomed 1 has no effect, doomed 2 causes you to die at dying 3, and so on)."
Gnome,Wellspring,Gnome,Humanoid,None,None,None,CRB 44,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"Some other source of magic has a greater hold on you than the primal magic of your fey lineage does. This connection might come from an occult plane or an ancient occult song; a deity, celestial, or fiend; magical effluent left behind by a mage war; or ancient rune magic.

Choose arcane, divine, or occult. You gain one cantrip from that magical tradition's spell list. You can cast this spell as an innate spell at will, as a spell of your chosen tradition. A cantrip is heightened to a spell level equal to half your level rounded up. Whenever you gain a primal innate spell from a gnome ancestry feat, change its tradition from primal to your chosen tradition."
Gnome,Aasimar,Gnome,Humanoid,Aasimar,Uncommon,None,APG 34,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"You descend from celestials or were touched by the celestial realms, gaining an air of awe and grace, as well as features distinctive to your celestial forebears. You gain the aasimar trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aasimar feats and feats from your ancestry whenever you gain an ancestry feat."
Gnome,Aphorite,Gnome,Humanoid,Aphorite,Uncommon,None,LOAG 75,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"You were born with a connection to Axis, the Plane of Law. You gain the aphorite trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aphorite feats and feats from your ancestry whenever you gain an ancestry feat."
Gnome,Beastkin,Gnome,Humanoid,Beastkin,Rare,None,LOAG 79,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"The blood of a beast flows through your veins, granting you the ferocity and might of animals. Only creatures with the humanoid trait can take the beastkin versatile heritage. Choose a type of animal such as bat, eagle, shark, spider, tyrannosaurus, wasp, or wolf. This is the type of animal tied to your heritage and is known as your inherent animal. You gain the beast and beastkin traits, in addition to the traits from your ancestry. You gain the Change Shape ability. You can choose from beastkin feats and feats from your ancestry whenever you gain an ancestry feat.

Change Shape [Single Action]
Concentrate-Polymorph-Primal-Transmutation

You change into your humanoid or hybrid shape. Each shape has a specific, persistent appearance, and most beastkin remain in their hybrid shapes by default. In hybrid shape, you appear as a mix between your ancestry and your inherent animal. While in hybrid shape, you gain a jaws unarmed Strike resembling the features of your inherent animal (fangs for bats, beaks for eagles, mandibles for wasps, and so on). Your jaws deal 1d4 piercing damage, have the agile, finesse, and unarmed traits, and are in the brawling weapon group. In your humanoid shape, you retain the appearance of your original ancestry."
Gnome,Changeling,Gnome,Humanoid,Changeling,Uncommon,None,APG 30,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"Your mother was a hag. Your heterochromatic eyes are the most obvious signifier of this parentage, but you likely also have a slighter build, paler skin, and darker hair than most members of your other parent’s ancestry. You gain the changeling trait. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can select from changeling feats and feats from your other parent’s ancestry whenever you gain an ancestry feat."
Gnome,Dhampir,Gnome,Humanoid,Dhampir,Uncommon,None,APG 32,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"You are the scion of a vampire, half living and half undead, gifted with uncanny charm and grace, a bloodless pallor, and elongated incisors. You gain the dhampir trait, in addition to the traits from your ancestry. You have the negative healing ability, which means you are harmed by positive damage and healed by negative effects as if you were undead. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from dhampir feats and feats from your ancestry whenever you gain an ancestry feat."
Gnome,Duskwalker,Gnome,Humanoid,Duskwalker,Uncommon,None,APG 38,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"Thanks to an ancient bargain, your soul has been reborn as a duskwalker, a planar scion with a connection to psychopomps and the Boneyard. You gain the duskwalker trait in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. Neither your body nor your spirit can ever become undead. You can choose from duskwalker feats and feats from your ancestry whenever you gain an ancestry feat."
Gnome,Ganzi,Gnome,Humanoid,Ganzi,Uncommon,None,LOAG 96,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"Your blood is touched by primal chaos. You gain the ganzi trait in addition to the traits from your ancestry. You gain resistance to a single damage type equal to half your level; at the beginning of each day, determine randomly whether this resistance applies to acid, electricity, or sonic damage. You also gain a +1 circumstance bonus to saving throws against effects that would cause you to gain the controlled condition. You can choose from ganzi feats and feats from your ancestry whenever you gain an ancestry feat."
Gnome,Tiefling,Gnome,Humanoid,Tiefling,Uncommon,None,APG 39,8,Small,25,Constitution,Charisma,Free,Strength,Common,Gnomish,Sylvan,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Elven, Goblin, Jotun, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).","Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"You descend from fiends or bear the mark of the fiendish realms, manifesting as some unusual feature that belies your heritage, such as horns or a tail. You gain the tiefling trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from tiefling feats and feats from your ancestry whenever you gain an ancestry feat."
Goblin,Charhide,Goblin,Humanoid,None,None,None,CRB 47,6,Small,25,Dexterity,Charisma,Free,Wisdom,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"Your ancestors have always had a connection to fire and a thicker skin, which allows you to resist burning. You gain fire resistance equal to half your level (minimum 1). You can also recover from being on fire more easily. Your flat check to remove persistent fire damage is DC 10 instead of DC 15, which is reduced to DC 5 if another creature uses a particularly appropriate action to help."
Goblin,Irongut,Goblin,Humanoid,None,None,None,CRB 47,6,Small,25,Dexterity,Charisma,Free,Wisdom,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You can subsist on food that most folks would consider spoiled. You can keep yourself fed with poor meals in a settlement as long as garbage is readily available, without using the Subsist downtime activity. You can eat and drink things when you are sickened.

You gain a +2 circumstance bonus to saving throws against afflictions, against gaining the sickened condition, and to remove the sickened condition. When you roll a success on a Fortitude save affected by this bonus, you get a critical success instead. All these benefits apply only when the affliction or condition resulted from something you ingested."
Goblin,Razortooth,Goblin,Humanoid,None,None,None,CRB 48,6,Small,25,Dexterity,Charisma,Free,Wisdom,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,Your family's teeth are formidable weapons. You gain a jaws unarmed attack that deals 1d6 piercing damage. Your jaws are in the brawling group and have the finesse and unarmed traits.
Goblin,Snow,Goblin,Humanoid,None,None,None,CRB 48,6,Small,25,Dexterity,Charisma,Free,Wisdom,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You are acclimated to living in frigid lands and have skin ranging from sky blue to navy in color, as well as blue fur. You gain cold resistance equal to half your level (minimum 1). You treat environmental cold effects as if they were one step less extreme (incredible cold becomes extreme, extreme cold becomes severe, and so on)."
Goblin,Tailed,Goblin,Humanoid,None,None,None,LOCG 37,6,Small,25,Dexterity,Charisma,Free,Wisdom,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You have a powerful tail, likely because you descend from a community of monkey goblins. You gain a +2 circumstance bonus to Athletics checks to Climb, you gain Combat Climber as a bonus feat, and you reduce the number of free hands required to Climb or Trip by one."
Goblin,Treedweller,Goblin,Humanoid,None,None,None,LOCG 37,6,Small,25,Dexterity,Charisma,Free,Wisdom,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You have adapted particularly well to living in forested environments. As long as you are in a forest or jungle, you gain a +2 circumstance bonus to Stealth checks to Hide and Sneak, Survival checks to Subsist, and your Survival DC to Cover Tracks."
Goblin,Unbreakable,Goblin,Humanoid,None,None,None,CRB 48,10,Small,25,Dexterity,Charisma,Free,Wisdom,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You’re able to bounce back from injuries easily due to an exceptionally thick skull, cartilaginous bones, or some other mixed blessing. You gain 10 Hit Points from your ancestry instead of 6. When you fall, reduce the falling damage you take as though you had fallen half the distance."
Goblin,Aasimar,Goblin,Humanoid,Aasimar,Uncommon,None,APG 34,6,Small,25,Constitution,Charisma,Free,Strength,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You descend from celestials or were touched by the celestial realms, gaining an air of awe and grace, as well as features distinctive to your celestial forebears. You gain the aasimar trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aasimar feats and feats from your ancestry whenever you gain an ancestry feat."
Goblin,Aphorite,Goblin,Humanoid,Aphorite,Uncommon,None,LOAG 75,6,Small,25,Constitution,Charisma,Free,Strength,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You were born with a connection to Axis, the Plane of Law. You gain the aphorite trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aphorite feats and feats from your ancestry whenever you gain an ancestry feat."
Goblin,Beastkin,Goblin,Humanoid,Beastkin,Rare,None,LOAG 79,6,Small,25,Constitution,Charisma,Free,Strength,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"The blood of a beast flows through your veins, granting you the ferocity and might of animals. Only creatures with the humanoid trait can take the beastkin versatile heritage. Choose a type of animal such as bat, eagle, shark, spider, tyrannosaurus, wasp, or wolf. This is the type of animal tied to your heritage and is known as your inherent animal. You gain the beast and beastkin traits, in addition to the traits from your ancestry. You gain the Change Shape ability. You can choose from beastkin feats and feats from your ancestry whenever you gain an ancestry feat.

Change Shape [Single Action]
Concentrate-Polymorph-Primal-Transmutation

You change into your humanoid or hybrid shape. Each shape has a specific, persistent appearance, and most beastkin remain in their hybrid shapes by default. In hybrid shape, you appear as a mix between your ancestry and your inherent animal. While in hybrid shape, you gain a jaws unarmed Strike resembling the features of your inherent animal (fangs for bats, beaks for eagles, mandibles for wasps, and so on). Your jaws deal 1d4 piercing damage, have the agile, finesse, and unarmed traits, and are in the brawling weapon group. In your humanoid shape, you retain the appearance of your original ancestry."
Goblin,Changeling,Goblin,Humanoid,Changeling,Uncommon,None,APG 30,6,Small,25,Constitution,Charisma,Free,Strength,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"Your mother was a hag. Your heterochromatic eyes are the most obvious signifier of this parentage, but you likely also have a slighter build, paler skin, and darker hair than most members of your other parent’s ancestry. You gain the changeling trait. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can select from changeling feats and feats from your other parent’s ancestry whenever you gain an ancestry feat."
Goblin,Dhampir,Goblin,Humanoid,Dhampir,Uncommon,None,APG 32,6,Small,25,Constitution,Charisma,Free,Strength,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You are the scion of a vampire, half living and half undead, gifted with uncanny charm and grace, a bloodless pallor, and elongated incisors. You gain the dhampir trait, in addition to the traits from your ancestry. You have the negative healing ability, which means you are harmed by positive damage and healed by negative effects as if you were undead. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from dhampir feats and feats from your ancestry whenever you gain an ancestry feat."
Goblin,Duskwalker,Goblin,Humanoid,Duskwalker,Uncommon,None,APG 38,6,Small,25,Constitution,Charisma,Free,Strength,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"Thanks to an ancient bargain, your soul has been reborn as a duskwalker, a planar scion with a connection to psychopomps and the Boneyard. You gain the duskwalker trait in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. Neither your body nor your spirit can ever become undead. You can choose from duskwalker feats and feats from your ancestry whenever you gain an ancestry feat."
Goblin,Ganzi,Goblin,Humanoid,Ganzi,Uncommon,None,LOAG 96,6,Small,25,Constitution,Charisma,Free,Strength,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"Your blood is touched by primal chaos. You gain the ganzi trait in addition to the traits from your ancestry. You gain resistance to a single damage type equal to half your level; at the beginning of each day, determine randomly whether this resistance applies to acid, electricity, or sonic damage. You also gain a +1 circumstance bonus to saving throws against effects that would cause you to gain the controlled condition. You can choose from ganzi feats and feats from your ancestry whenever you gain an ancestry feat."
Goblin,Tiefling,Goblin,Humanoid,Tiefling,Uncommon,None,APG 39,6,Small,25,Constitution,Charisma,Free,Strength,Common,Goblin,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Draconic, Dwarven, Gnoll, Gnomish, Halfling, Orcish, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You descend from fiends or bear the mark of the fiendish realms, manifesting as some unusual feature that belies your heritage, such as horns or a tail. You gain the tiefling trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from tiefling feats and feats from your ancestry whenever you gain an ancestry feat."
Halfling,Gutsy,Halfling,Humanoid,None,None,None,CRB 51,6,Small,25,Dexterity,Wisdom,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Keen Eyes Your eyes are sharp, allowing you to make out small details about concealed or even invisible creatures that others might miss. You gain a +2 circumstance bonus when using the Seek action to find hidden or undetected creatures within 30 feet of you. When you target an opponent that is concealed from you or hidden from you, reduce the DC of the flat check to 3 for a concealed target or 9 for a hidden one.",None,"Your family line is known for keeping a level head and staving off fear when the chips were down, making them wise leaders and sometimes even heroes. When you roll a success on a saving throw against an emotion effect, you get a critical success instead."
Halfling,Hillock,Halfling,Humanoid,None,None,None,CRB 51,6,Small,25,Dexterity,Wisdom,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Keen Eyes Your eyes are sharp, allowing you to make out small details about concealed or even invisible creatures that others might miss. You gain a +2 circumstance bonus when using the Seek action to find hidden or undetected creatures within 30 feet of you. When you target an opponent that is concealed from you or hidden from you, reduce the DC of the flat check to 3 for a concealed target or 9 for a hidden one.",None,"Accustomed to a calm life in the hills, your people find rest and relaxation especially replenishing, particularly when indulging in creature comforts. When you regain Hit Points overnight, add your level to the Hit Points regained. When anyone uses the Medicine skill to Treat your Wounds, you can eat a snack to add your level to the Hit Points you regain from their treatment."
Halfling,Jinxed,Halfling,Humanoid,Uncommon,None,None,APG 46,6,Small,25,Dexterity,Wisdom,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Keen Eyes Your eyes are sharp, allowing you to make out small details about concealed or even invisible creatures that others might miss. You gain a +2 circumstance bonus when using the Seek action to find hidden or undetected creatures within 30 feet of you. When you target an opponent that is concealed from you or hidden from you, reduce the DC of the flat check to 3 for a concealed target or 9 for a hidden one.",None,"You were born with a strange blessing: bereft of the typical halfling luck, you can instead manipulate the fortunes of others. You can never take the Halfling Luck feat, and you gain the Jinx action.

Jinx [Two Actions]
Curse-Necromancy-Occult
Frequency once per day
You can curse another creature with clumsiness. This curse has a range of 30 feet, and you must be able to see your target. The target gets a Will saving throw to resist this jinx, using your class DC or spell DC, whichever is higher.

Success The target is unaffected and is temporarily immune for 24 hours.
Failure The target is clumsy 1 for 1 minute.
Critical Failure The target is clumsy 2 for 1 minute."
Halfling,Nomadic,Halfling,Humanoid,None,None,None,CRB 52,6,Small,25,Dexterity,Wisdom,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Keen Eyes Your eyes are sharp, allowing you to make out small details about concealed or even invisible creatures that others might miss. You gain a +2 circumstance bonus when using the Seek action to find hidden or undetected creatures within 30 feet of you. When you target an opponent that is concealed from you or hidden from you, reduce the DC of the flat check to 3 for a concealed target or 9 for a hidden one.",None,"Your ancestors have traveled from place to place for generations, never content to settle down. You gain two additional languages of your choice, chosen from among the common and uncommon languages available to you, and every time you take the Multilingual feat, you gain another new language."
Halfling,Observant,Halfling,Humanoid,None,None,None,LOCG 43,6,Small,25,Dexterity,Wisdom,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Keen Eyes Your eyes are sharp, allowing you to make out small details about concealed or even invisible creatures that others might miss. You gain a +2 circumstance bonus when using the Seek action to find hidden or undetected creatures within 30 feet of you. When you target an opponent that is concealed from you or hidden from you, reduce the DC of the flat check to 3 for a concealed target or 9 for a hidden one.",None,"Your finely honed senses quickly clue you in to danger or trickery. You gain a +1 circumstance bonus to your Perception DC, though not to your Perception checks."
Halfling,Twilight,Halfling,Humanoid,None,None,None,CRB 52,6,Small,25,Dexterity,Wisdom,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Keen Eyes Your eyes are sharp, allowing you to make out small details about concealed or even invisible creatures that others might miss. You gain a +2 circumstance bonus when using the Seek action to find hidden or undetected creatures within 30 feet of you. When you target an opponent that is concealed from you or hidden from you, reduce the DC of the flat check to 3 for a concealed target or 9 for a hidden one.",None,"Your ancestors performed many secret acts under the concealing cover of dusk, whether for good or ill, and over time they developed the ability to see in twilight beyond even the usual keen sight of halflings. You gain low-light vision."
Halfling,Wildwood,Halfling,Humanoid,None,None,None,CRB 52,6,Small,25,Dexterity,Wisdom,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Keen Eyes Your eyes are sharp, allowing you to make out small details about concealed or even invisible creatures that others might miss. You gain a +2 circumstance bonus when using the Seek action to find hidden or undetected creatures within 30 feet of you. When you target an opponent that is concealed from you or hidden from you, reduce the DC of the flat check to 3 for a concealed target or 9 for a hidden one.",None,"You hail from deep in a jungle or forest, and you’ve learned how to use your small size to wriggle through undergrowth, vines, and other obstacles. You ignore difficult terrain from trees, foliage, and undergrowth."
Halfling,Aasimar,Halfling,Humanoid,Aasimar,Uncommon,None,APG 34,6,Small,25,Constitution,Charisma,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You descend from celestials or were touched by the celestial realms, gaining an air of awe and grace, as well as features distinctive to your celestial forebears. You gain the aasimar trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aasimar feats and feats from your ancestry whenever you gain an ancestry feat."
Halfling,Aphorite,Halfling,Humanoid,Aphorite,Uncommon,None,LOAG 75,6,Small,25,Constitution,Charisma,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You were born with a connection to Axis, the Plane of Law. You gain the aphorite trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aphorite feats and feats from your ancestry whenever you gain an ancestry feat."
Halfling,Beastkin,Halfling,Humanoid,Beastkin,Rare,None,LOAG 79,6,Small,25,Constitution,Charisma,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"The blood of a beast flows through your veins, granting you the ferocity and might of animals. Only creatures with the humanoid trait can take the beastkin versatile heritage. Choose a type of animal such as bat, eagle, shark, spider, tyrannosaurus, wasp, or wolf. This is the type of animal tied to your heritage and is known as your inherent animal. You gain the beast and beastkin traits, in addition to the traits from your ancestry. You gain the Change Shape ability. You can choose from beastkin feats and feats from your ancestry whenever you gain an ancestry feat.

Change Shape [Single Action]
Concentrate-Polymorph-Primal-Transmutation

You change into your humanoid or hybrid shape. Each shape has a specific, persistent appearance, and most beastkin remain in their hybrid shapes by default. In hybrid shape, you appear as a mix between your ancestry and your inherent animal. While in hybrid shape, you gain a jaws unarmed Strike resembling the features of your inherent animal (fangs for bats, beaks for eagles, mandibles for wasps, and so on). Your jaws deal 1d4 piercing damage, have the agile, finesse, and unarmed traits, and are in the brawling weapon group. In your humanoid shape, you retain the appearance of your original ancestry."
